"screen_name","text"
"EdgecombeM","I doubt very much that any anti vaccine folks listened carefully to the Richard Dimbleby lecture tonight. I watched and listened. I am absolutely in awe of Dame Sarah Gilbert and all those involved. Thank you just doesnâ€™t cut it! #CovidVaccine"
"cristobalyoung5","My favorite new piece of vaccine disinformation: 

instead of getting vaccinated, folks should drink their own urine

https://t.co/bMw3oZPdut https://t.co/nA9X58cAeJ"
"TerrellDLewis","The anti-life GOP is 'pro-COVID' and is trying to 'keep the pandemic going' #p2 #tcot #prolife https://t.co/9Vw6vYZhZx"
"lil_doc_b","@leftvic Totally get that; empathy exhaustion;

My approach with anti-vaxxers: I never engage them on their â€œargumentsâ€ as they arenâ€™t sincere -i just say â€œIâ€™m sorry you are afraid of the vaccine and that I hope you come around soon for your own safety and 4 the communityâ€ then I mute em"
"taxi_leaks","To all you people spreading anti vaccine conspiracy videos by TicToc wannabe celebrities with so called expert opinions 

Do yourself a favour and download the Dimbleby lecture from tonight on iplayer given by Dane Sarah Gilbert from Oxford university. 

https://t.co/xdOlSGwBxr"
"B_Doll201","@MikeSington Change this to anti-covid vaccine...."
"RepMontague","Trevor Noah cuts from the narrative one time by asking whether itâ€™s responsible to take advice on whether you need 3+ shots of a vaccine from the exact same people who stand to profit from giving said advice, and he becomes an anti-vaxxer.

Let the crazies keep eating their own."
"mysteriouskat","@mistahbuhau @NicholasBardy @BretWeinstein They are not anti-vaccine, they are pro looking at other treatments too, in this specific instance. And just b/c that's in their wheelhouse, doesn't mean they can't talk about other things. Isn't them talking about it the issue you have in the first place?"
"ChrisAn06367911","@PaulDou41741163 @loul14950 @1ohreally @BarryCPearson @catvaxlax Itâ€™s a three vaccine course and yeah some vaccines are annual. If anti vaxxers grew up we would be dealing with new variants and needing new vaccines. You donâ€™t even understand why you are anti. You donâ€™t understand the science or the implications. Why are you so gullible ?"
"richhughes23","Shame that anti BBC, anti vaccine types won't see Sarah Gilbert's lecture. Clickbait 0 Science 1."
"DrRitaMc","Genius portrayal of 

how 
international
vaccine inequity &amp;
anti-Africa policy (i.e. racism, colonialism, etc) 
has skewed 
the narrative 
of the Omicron variant... 

by 
@TheKaranMenon 
https://t.co/7NVKov0CXd"
"srudavsky","An Italian anti-vaxxer wanted a health certificate, so he wore a fake arm to his coronavirus vaccination https://t.co/3unoetyLjt"
"VeganTroveExtra","@AlanRMacLeod Anyone going to include Max Blumenthal's general anti-vaxxer ""journalism"" where he conflates mandates and passports with vaccine efficacy (also dumping on vaccines) causing vax hesitancy? Or is Max exempt because he is not corporate media?"
"regordane","@JetBellyMusic @MikeStuchbery_ It is precisely because I am aware of the cesspool of disinformation, which is reminiscent of the anti-vaccine movement of the 19th century, that I do not embrace simplistic mandatory solutions."
"jaikarVAL","Went to get my second vaccine and got roasted for being a virgin, they said I had anti-bodies?? Someone explain?"
"Andrew_enders81","@annwmac @couchieMeowMeow @punky_bitch @DrP_MD Just to be clear I am unvaccinated but not anti vaccine. I believe vaccines are fantastic when proper testing is done. Currently the covid shot doesn't conform to the traditional definition of a vaccine. They changed the definition to call this and flu shot a vaccine. Strange."
"VetCanuck","I live in algoma.. what the media fails 2 mention is that living next 2 northern Michigan USA gets u an am far right channel on the <U+0001F4FB> 

Which pumps out 3 hours of Dan bongino,  saun hannity, mark Levin, Ben Shapiro.. daily..

So yeah
.we got nut jobs here
Anti <U+0001F637>. Anti vaccine."
"susanmather4","@BBCSport Please choose someone who isnâ€™t anti-science (anti-vaccine)"
"SashaIngber",".@gbrumfiel on anti-vax disinformation, reports that counties that voted heavily for Trump in the 2020 election ""had nearly three times the COVID mortality rate of those that went for President Biden. Those counties also had far lower vaccination rates."" https://t.co/yZ4hr1RFZN"
"snulty2","@GMcK2012 Yea and the anti vaxxers think its an experimental vaccine that's been put into people <U+0001F928><U+0001F9D0><U+0001F612><U+0001F612><U+0001F612><U+0001F612>"
"Jan93482937","@AFPFactCheck @TheHPRA Basically they need to look into people who are having  reactions from the vaccine, I am definitely not anti vaccine but after having three Pfizer vaccines with the last one the booster and still having severe back pain and spasms, I need to know why I am experiencing this pain,"
"leeavenir","I'd respect his decision more if he just plain said he doesn't believe in the vaccine. But saying he's not anti-science but also doesn't trust the available vaccines that have allowed some semblance of what normal looked like pre-pandemic is beyond me."
"DjDarrylVonRokk","@neontaster what don't you understand? Howard hates the anti-vaccine crowd....as I do."
"angrysoba","@BretWeinstein Most people are not saying that. They are saying that Andrew Yang should question anti-vaccine, pro-ivermectin as prophylactic claims that are made by pundits such as yourself who do not have expertise in this matter."
"DerKampferXXIII","@BretWeinstein This is such an incredible transparent statement of pandering to anti vaccine sentiment to get money that it's embarrassing.  I'm sure life has been so hard on you <U+0001F612>"
"rdmghost1","@Anastacya_99 @atrupar The facts really donâ€™t matter to those with an anti-vac agenda 
Source: https://t.co/rxXAKqJ1qe"
"Farran_Rockey","@GillianMcKeith Russian propaganda remember Russia started the anti vaccine movement and disinformation"
"JustinMitchell_","NEW: A #Mississippi ER doctor and anti-vaccine leader whose license was once revoked was fired from a state hospital for treating hospitalized #COVID19  patients with ivermectin, he says. @ibellamurray has the scoop: https://t.co/stp6IPAUgD"
"VotingRights_","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/noecPfE1fa"
"No_Rest_For_me","@captain_117 @KhameekJ03 I believe this was made in response to her being transphobic and spreading anti vaccine propaganda"
"nzherald","'I had to lock the door': Newmarket retailers fearful of further anti-vaccine mandate protests https://t.co/SCSkHTVj13 https://t.co/r5FtkJiFnd"
"jjsmokkieBOY57","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/aQUms3XFbQ **DOESN'T TAKE A GENIUS &amp; WE'RE SHORT OF THOSE. THIS IS WHY TRUMP LOST.!!SO, WHAT ELSE THEY GONNA GO AFTER? BIDEN'S STAMMERING? YEP, THAT'S THEM!!**"
"Dluck20","@__kristinf34 @cm3vet @dybala_Juve10 @RealCodyMallory Never said I was an anti vaxers.  You know what happens when you assume...you are an a$$.  I'm for freedom of choice. 

And there is no reason to discuss with you if you dont know/admit that the vaccine does not stop the virus."
"sunherald","The physician tied to the Coastâ€™s anti-vaccine community once had his medical license revoked and said the hospital wonâ€™t let him on their premises or on the computer system. Hereâ€™s what happened. https://t.co/0DXz2vv541"
"AaronTuttleOK","I am shocked at these people saying ""Jesus would get vaccinated"". 

He literally touched lepers, which you were NOT to do, in order to not spread it. So not only was he anti-mask, anti-social distance, he clearly didn't need a vaccine to live. To suggest otherwise is absurd. https://t.co/wWbL2KBY3c"
"IM1Voice","@RepStefanik @EliseStefanik 

Your anti-vaccine/anti-mask mantras helped to contribute to this.  All to make a few political points &amp; raise $.

Your silence is telling. https://t.co/t2ywG9pYS2"
"IM1Voice","@RepStefanik This is what you &amp; Republicans have done to ""protect"" life with your COVID anti-vaccine/anti-mask mantras.
You stand alongside suffering &amp; death.

https://t.co/N8hojPZM5v"
"DeadEyePirate","@DDMcCreary @r33fr @TheDailyShow If someone received every major vaccine and C19 vaccine but refuses to get 12 subsequent â€œboosterâ€ shots big pharma recommends, does that make someone an anti-vaxxer? Asking for a friend."
"AlanVRK","Jacobin writer so proud of his ""unpopular thoughts""
promoted by hundreds of anti-vaxxers.

Unpopular and BS. The CDC advice is to get a second dose of a different vaccine. https://t.co/LHyhAZf1aG"
"snowstar444","@kohltonmiller @shulfur @BrusselsTimes We donâ€™t do lockdowns, just vaccine passports which worked really well to convert a lot of anti vaxers. The rest of us just follow mask guidelines. Really hope it wonâ€™t be decades but I guess that depends on getting the whole world vaccinated."
"_ajrmacleod","@joelockhart She also had a hand in mainstreaming vaccine skepticism https://t.co/T1TqyI3SPL"
"AJ_gilly1","@benheckman_ For what is worth - John did an interview on Apologia Radio where he talked about how he has gotten more pushback for being anti-vaccine mandate than he did for being a Christian, and that is because those people's god is the state. That's not a standard Christian music grifter."
"LadyLecondoliak","@RickWrightNow Danny &amp; their ilk is the reason the vaccine didn't work as well as it should have. Anti-vaxxers &amp; anti-maskers: ""We demand you end the COVID pandemic and we will have no part in helping."""
"Sylvaners","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/rPJnXEXn0y"
"12beattiestp","@Chrisgreymatter @DG32408399 @SparklyVegas @TheFreds too the current vaccine for example. Iâ€™m not an anti-vaxer or conspiracy nut job, but data is data and anyone can compare and make statements if they are backed up no matter the qualifications they hold. Although itâ€™s kinda sad that you seem to spend all you social presence on"
"12beattiestp","@Chrisgreymatter @DG32408399 @SparklyVegas @TheFreds hunting down those who are anti-vaccine and conspiracy theorists. Find a hobby or something, youâ€™re about crazy as them."
"CrabDiving","The stoopid are killing us bigly. 

#pandemic #coronavirus #Trump

https://t.co/NnVhz1Q9Y0"
"AntoinBeag","The men in the pub are spouting anti vaccine shit.
Me; https://t.co/lAt6cOe5Dl"
"HRReporter","For all the challenges around mandatory vaccinations and the workplace, one big area of contention involves the employer response to workers who refuse to get the vaccine. Should they be put on unpaid leave, paid leave or terminated?

https://t.co/wrnT5AAkKl"
"NYTAnon","Anti-Vaccination Ad Mysteriously Appears at N.Y.C. Bus Stop https://t.co/IhgsvweYTr https://t.co/EaT26v0lLf"
"CaptainThunk","@jackiepeevor @afneil She's an anti-vaxxer who lost it when ANeil mentioned vaccine passports in passing.

She's actually been making far more direct accusations than the woman who kicked this off."
"prehistoricdanc","Just read through my sister in laws FB. She is an anti vaxxer but says she believes in science so I'm a little confused. This isn't just for the covid vaccine..it's all of them"
"redot2005","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/V1HLwPK3hn"
"daddy_natnat","@BeutikSoKaotic Home girl had a print out <U+0001F602> but was sooo thankful for getting the vaccine here at our clinic, mam you know I work here right??? Lol so I started talking shit about anti-vaxers to see what she would say and she went ham <U+0001F480>"
"AheadAndonia","The party that's anti vaccine mandate will hold the balance of power after the next election. 

#nzpol https://t.co/gB0FkFPR1r"
"nteatsorth","A group of Ohioans is aiming to push lawmakers â€“ and maybe even voters â€“ to consider a proposed law that would ban #vaccinemandates and #vaccinepassports https://t.co/7DYR0Vdhjw"
"PUCKFOUSE","""â€œA few months ago,â€ Hay explains, â€œa channel popped up in the anti-vaccine recesses of the fringe-friendly social media platform Telegram and began extolling the virtues of the â€˜Niatonin Protocol,â€™ a daily regimen of high doses of niacin, butyric acid, and a few other"
"TigerLizzy17","â€œWhen you dangerously combine a far-left, lame-duck politician, who is anti-business, one-dimensional, unaccountable, not brightâ€¦you get deBlasio, the worst mayor in Americaâ€ <U+2066>@leezeldin<U+2069> <U+0001F44F> #DemsDestroyedNY #MandateThis  https://t.co/9qaIliaMpu"
"Megresistor","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' #SmartNews  https://t.co/u0JJwnqCfA"
"FishyOne5","Ignorance is a magnet!

https://t.co/aVSVlmeVgx"
"indianweekender","Newmarket shop owners fearful of further anti-vaccine mandate protests: 'I had to lock the door'
#COVID19nz 

https://t.co/G1EU9xn4Ie"
"indianweekender","https://t.co/yeRwcMOvY9
Hundreds of protesters gathered in Auckland's Domain where they disrupted children's cricket matches before heading down Broadway forcing shoppers to go elsewhere and retailers to shut up shop.#iwk #indianWeekender #Kiwiindians #protest"
"pierofaustini","If you are against witch-burning, you are a witch.
 https://t.co/B3VPySnKUZ"
"PinkSheepNews","Prominent ""Christian"" televangelist and anti-vaccine advocate Marcus Lamb died after being hospitalized with Covid-19, his family announced Tuesday. 

#GetVaccinated <U+0001F489> #WearAMask"
"aussie_skier","@LordMcBain Why is it called a vaccine ?

Doesnâ€™t stop you catching the virus.
Doesnâ€™t stop you spreading the virus.
Only benefit is a reduction of severity for the 1% who even need hospitalisation.

Vaccines prevent infection.

Shouldnâ€™t it be called an anti-viral ?"
"TrumpRussiaTies","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going'  https://t.co/W1UrYqkYMp"
"skepticalraptor","Number 9 on the 2021 hit list of articles from the old feathered dinosaur â€”  #COVID19 infection rates are NOT unrelated to #vaccines â€“ debunking more bad anti-vaccine ""research"" https://t.co/uVCBFE8SDW #VaccinesWork #VaccinesSaveLives #VaccineSuccess"
"skepticalraptor","Number 9 on the 2021 hit list of articles from the old feathered dinosaur â€”  #COVID19 infection rates are NOT unrelated to #vaccines â€“ debunking more bad anti-vaccine ""research"" https://t.co/uVCBFDRhMo #VaccinesWork #VaccinesSaveLives #ProtectYourFamily https://t.co/FetoQJzSPP"
"skepticalraptor","Number 9 on the 2021 hit list of articles from the old feathered dinosaur â€”  #COVID19 infection rates are NOT unrelated to #vaccines â€“ debunking more bad anti-vaccine ""research"" https://t.co/uVCBFDRhMo #VaccinesWork #VaccinesSaveLives #VaccineSuccess"
"FaithCompassion","@JorgensenFlinke Ignorance and psychoterrorism of politicians in own bass political interest, this is the anti-Scientific tragedy. A vaccine must be given to those in perfect physical conditions, then needs the anamnesys of any patient. Too busy the doctors? Of course<U+0001F621>"
"RebeccaWhiteak3","@lib_gosnell I just live and work with many anti-vaxxers. Itâ€™s why Iâ€™ve never stopped wearing my mask. They are so stubbornly convinced the vaccine is dangerous. Itâ€™s frustrating."
"pzmiller54","@gop losers you really hate humanity. 
Inside the growing alliance between anti-vaccine activists and pro-Trump Republicans https://t.co/WL0dWRzjxM"
"Karl_Sparx1","@JurassicDunk @ChildishKuriboh @allahliker Almost no one had this reasoning behind their distrust of the vaccines.  I would bet 10k that it is less than 1% of 1% of the people who are anti-vaccine."
"WildChild24p","@Lanzerbolt04 @KalDexGaming @RapSheet @seanburstyn Read what you just wrote VERY CAREFULLY. Just because you were JUST FINE getting â€œVAXXEDâ€ doesnâ€™t mean everyone will beâ€¦Iâ€™ll take natural immunity from having it over an unproven vaccine. I am by no means an anti vaxxerâ€¦ Iâ€™m just not sold on this, not even in the slightest"
"zen_possum","Also I don't really blame city governments or business for having this requirement I more so blame the batshit anti vaccination and vaccine hesitant culture + the normalization of entitlement some people have towards service workers."
"Nidhoggmon","BREAKING NEWS: Some say that getting the Covid-19 Vaccine, lowers your IQ and makes you more violent against Anti-Vaxxersâ€¦â€¦ #BreakingNews"
"Docsocksomaha","If only the anti-vaccine crowd understood risk benefit ratios. https://t.co/A7lxCUlLND"
"WayToGoWorld1","Gop sold them fish oil and now they own them. 
https://t.co/dupFtfudvH"
"bcayley","""How can the anti-vaccine ideals of â€œmy body, my choiceâ€ Republicanism â€” which refuses even the easiest and safest sacrifices to protect the life of a neighbor â€” coexist with a â€œculture of lifeâ€? The GOP has become the party of death."" https://t.co/hZS98tRvLF"
"leftyvegan","@GlennDavid414 @mwbeck6 @AntonCh2021 @BenMedia7 @jimmy_dore @aaronjmate @MaxBlumenthal @caitoz In my experience anti-vaxxers are among the most closed-minded people I've ever met. Here are the efficacy results for the clinical trials of the Pfizer vaccine. Probability of &lt;.00001 that this difference could have happened by accident. ALL the studies comparing infection rates https://t.co/XkzkVY6n3K"
"whatwasthescore","@CherryNP20 @SyBo43 @sunfreaks Surely your anecdote about the vaccine is your pinned tweet. You and your family were fine. Good for you. If you believe it works why the hell do you care about anti-vaxers. I do think itâ€™s a bit of a stretch to consider people who had the jab and then had side effects anti-vax."
"volvoks99","@akhivae Orban is pro-vaxx, Bibi was pro-vaxx, Putin is pro-vaxx(but used to be against vaccine passport bcs of elections)
Only major anti-vaxx leader on the right is Bolsonaro."
"IsabelO20183051","@annmcnam At least we can cross them out now, nice to know what these organisations truly are like

They did nothing about hotel quarantine, not much against vaccine passports (theyâ€™re now calling protest an anti vaccine protest), they want to force useless masks. A joke of an organisation"
"IsabelO20183051","Social distancing &amp; masks are not a life saving measure. Nor do they serve a public health purpose. Both strip humans of dignity ,impact mental health &amp; communication. 

The protest was not anti vaccine but anti mandate 

Some NGOs are really an authoritarian state wet dream. https://t.co/PZAynWTYj9"
"CharlesLeverNS","@HalifaxWestHS Once broadly available, Every single child, and every single person in their household that is eligible for a vaccine  should have one before being allowed to enter a school. Those of us that have done are part are past fed up with the anti-vaxx / vaccine-hesitant crowd."
"Mrs_Darwin","@mikemoses1776 @redbonfire @OttawaHealth @CHEO You mean ignorant parents who are anti-vaccine, right?!"
"Reading4Leading","#SoManyLies
The alliance of anti-vacciners and trump Republicans. https://t.co/THaBedHaXS"
"CocoPhilips","@timjmb I mean... me? Mr anti-vaccine mandate?"
"shortnormaltrip","@h84thest8 @virginypaz @Taghkanic @MarxmanshipM @JesseZurawell Iâ€™ve only ever heard about that guy spreading bad Covid info to rile up low-info anti-vaccine types"
"shortnormaltrip","@virginypaz @h84thest8 @Taghkanic @MarxmanshipM @JesseZurawell Seems like heâ€™s mostly known for feeding bad info to crazy anti-vaccine people"
"h_symmons","@HLucyloo @AvoidingMSM My herbalist recommended Cordyceps medicinal mushroom  capsules take 3 twice a day for 10 days preferably day before Vaccine. Also Vit D3 4000 iu and Vit C 3000 mg + zinc a day. Super anti inflammatory immune system boost"
"TPPatriots","NEW: New York Gubernatorial Candidate @RepLeeZeldin ripped New York City Mayor Bill de Blasio's attempt to impose a vaccine mandate over the private sector as ""anti-business, one-dimensional, unaccountable.""

https://t.co/MnC2bDC5Ba"
"HillBeverlyhill","@Jimi_Jammin @DrOz Dr. Oz should be embarrassed to run on GOP ticket - party which is anti vaccine, anti science &amp; anti health for the public.  If I had any respect for him, it is gone. He just broke his Hippocratic oath.I am sure he will break an oath of office. Greed?Power?Narcissism?attention?"
"81stinfbde","@Sunnyfun4us1966 We need to set up tents outside hospitals for unvaccinated people, then hire FB MOMS and FB anti vaccine ""experts"" to care for them!! https://t.co/IC8snneEHT"
"MitchSSimon","Whatâ€™s more important for local news stations: Protecting the public or getting â€œboth sides?â€ 

Covering an anti-mask/vaccine protest does more harm than good for the overall wellbeing of the community when you rely on voices that donâ€™t have credible infectious disease knowledge."
"Kt_Thinking","@Whereis_Jyrki @MisterPercaya @Greg_Noonan_Au I see that link was mainly to sell anti-vaccine stuff and was trying to scare ppl into buying their stuff. Have a look at this link, which is better cited and see if it helps you: https://t.co/8URTOIfmMU"
"_LeonieMills","One of the worst things that has come out of this pandemic is anti-vaxxers comparing vaccinations to genocides. 

Comparing a vaccine in a literal pandemic to the holocaust and slavery. 

Clearly history and science in schools is subpar and needs to be corrected ASAP."
"Tracya1120","@MerriamWebster just skyrocketed the number of â€œanti-vaxxersâ€ by changing the definition of such to include people who opposes vaccine mandates. #antivaxxers #Germany #1984IsHere #NoVaccinePassports #Vaccines #unvaxxed #COVID19 #OmicronVirus #COVID19 #Fauci"
"CherryQuartzVR","just a disclaimer i couldn't take the vaccine because my parents were anti-vaxers and i didn't have a car. if i had the opportunity, i would've taken it in an instant. PLEASE please please take the vaccine. the pain that this virus causes isn't worth anything. please"
"feverfudge","NOT ANTI-VAXX
<U+0001F538>Having feelings of apprehension/fear over vaccine/getting shots/needles bt willing to learn &amp;get vaccinated
<U+0001F538>Unable to get vacc sched frm local govt health institutions
<U+0001F538>Cant clear sched knowing that most vaccs have dwntime
<U+0001F538>VACCINATED PEOPLE

<U+0001F486>"
"mcfunny","@PaisaPoints @barryjohnreid21 @WendyOrent @BurgerLab12 @Iron_Mechanic @pawley_robert @dbechek1 @ChrisJohnsonMD @Whackamole__ @Alex_on_A14 @JSAHolmes @ADreyzen @NateWeymouth @ENirenberg @nyob7714 @andylumm @carlsmythe @ZKForTre @markmcdougall13 @Bebert701 @MdRisette @ghoppe @RTheatheist @Nycweatherrepor @FrankDElia7 @thatsnotmine125 @Tiffany_Stuff @UKCryptoKing247 @HaircutSpock @IainMulady @Pope_Bane @swedishchf @wendy_Lynnette @MRJenny8675309 @irishman7771 @SwaledaleMutton @BlainEillimatta @airbagandme @CoreyEBeverage @void_mt @Kathmarval @KStateTurk @TheSeeker1962 @ArmyMPVet1 @KayVonPaul @fredwibblington @ginapro @Chris_F_Carson @JaiKanta22 you are the one lying....biden was not an anti-vaxxer...
https://t.co/AUW8mtE5Yr"
"sisu_sanity","@Standupchai @loonyberg They sometimes play a role that might suggest controlled opposition tactics. Fox viewers will automatically be against whatever 'antifa' is supporting.

Antifa members clash with anti-vaccine protesters outside NYC's Gracie Mansion
https://t.co/mRyCczqVmH"
"cranston_powell","@TPostMillennial Does Sonny have more science data that we have not heard???  Super bug ??? They should show the science data and maybe â€œthey â€œ would trust the vaccine. Joy is no idea how any one feels and she could care less. Iâ€™m not anti vax , Iâ€™m vaccinated!!!"
"cranston_powell","@karol Iâ€™m glad I donâ€™t have to worry anymore about vaccine for a 5 - 12  year old child. I am not anti vax but most children are safe from Covid and we do not have enough studies completed , itâ€™s not FDA approved.  Itâ€™s scary for parents."
"Blasphemy198666","@MsMockingjay3 @MATTHARDYBRAND I find it hilarious that you say this knowing that 98% of you that are pro covid vaccines are pro covid vaccine because you think the people who are anti covid vaccine are Trump supporters and you want to talk about science"
"sheba_linda","@JohnJHarwood @KFF @lizhamel The anti vaccine Republicans claim they want their freedom but they delay our freedom of the virus. If they must hate, wish theyâ€™d hate the enemy, the virus."
"allenwalkerstan","so my anti vaxx auntie and her entire family got c*vid and said it's the worst sickness they've ever experienced and now they're all booking their first dose of the vaccine https://t.co/xB48J2anWW"
"jamesbarty","Massive row with a non mask wearing anti vaxxer on the train home tonight. Apparently itâ€™s his right not to wear a mask. Offered to show me his Facebook feed on the dangers of the vaccine <U+0001F644> Suggested he read some scientific papers instead. Thanks to others who called him out too"
"Jenna_Jenna_Jen","Anti-vaxxers believe their sperm will soon be worth a fortune -- here's why:

A group of anti-vaccine developers are creating a new cryptocurrency called #unvaxxedSperm that launched just a week ago and saw ""explosive growth."" https://t.co/YfmzH2j5L3"
"CurranBrock","@QueeredR @latstetter Which one of these vaccines allows you to get and spread the disease?  Why are you against searching for a vaccine that works?  Itâ€™s very strange how anti science the people that keep preaching follow the science are.  Itâ€™s also strange how much they revere Trump appointee Fauci"
"DispatchAlerts","A group of Ohioans is aiming to push lawmakers â€“ and maybe even voters â€“ to consider a proposed law that would ban vaccine mandates and so-called vaccine passports. https://t.co/34kTrAq2VU"
"DispatchAlerts","Ohio residents push potential ballot initiative to ban vaccine mandates, passports https://t.co/7c9TgMVl72"
"Enquirer","A group of Ohioans is aiming to push lawmakers â€“ and maybe even voters â€“ to consider a proposed law that would ban vaccine mandates and so-called vaccine passports. https://t.co/PP5Bja8BSq"
"CantonRepdotcom","A group of Ohioans is aiming to push lawmakers â€“ and maybe even voters â€“ to consider a proposed law that would ban vaccine mandates and so-called vaccine passports. https://t.co/e7CDnNV0rf"
"beaconjournal","A group of Ohioans is aiming to push lawmakers â€“ and maybe even voters â€“ to consider a proposed law that would ban vaccine mandates and so-called vaccine passports. https://t.co/Af4RoowIEQ"
"Ellenar28475343","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/qSeoIYRBzA"
"MichaelVadok","Inside the growing alliance between anti-vaccine activists and pro-Trump Republicans - NPR https://t.co/V0HrWcFCUh"
"WendyOrent","@JCDeardeuff @cappsie @BurgerLab12 @wjack76995 @JT375043170 @ghoppe @barryjohnreid21 @MdRisette @mcfunny @frugalsues @JSAHolmes @andylumm @ChrisJohnsonMD @MaureenStroud @bigmack600 @pawley_robert @nancy41603 @Chris_F_Carson @TierraHenson @lochard24 @NextGenRed @RTheatheist @johnnyutah66623 @BioVisionary @Bill20538001 @WhoCares011813 @livefre85257272 @Truth_in_Number @UnclebuckJ @Bebert701 @Kathmarval @ADevotedYogi @markmcdougall13 @nyob7714 @BrowningNeelyn @KayVonPaul @Alex_on_A14 @Will_holliday1 @NateWeymouth @FineAndBrennan @JohnBee888 @carlsmythe @ItsAllLies1 @ADreyzen @RodFair2 @DEKKplans @KAMasse81 @jamesgordon4th @DontMes70957787 @Jenni86587557 WTF does that even mean? you DO know that polio vaccine (IPV) doesn't prevent infection? It just prevents you from getting sick? OPV causes an infection (benign) and can spread. You're anti-polio vaccine? Perhaps you prefer polio?"
"radionz","A Newmarket retailer says she will be closing her doors on Saturdays from now on after anti-vaccine mandate protesters caused havoc over the weekend. https://t.co/xOi2uYE9Uc"
"Nightwatch1988","My wifeâ€™s great uncle had a Rubella vaccine in 1969. Iâ€™m sad to say that yesterday at the age of 103 it finally killed him. Those anti vaxxers were right! https://t.co/Bh3exbRgHr"
"DominateREALITY","Anti vaxxers are to blame she says 
<U+0001F92A><U+0001F4F1><U+0001F489><U+0001F1E6><U+0001F1FA><U+0001F525>
Someone changed the QR codes,
and it linked to a vaccine harm information site <U+2139><U+FE0F> https://t.co/9jnwoFZeLG"
"nnamdi889","@michaelvanr @susannadv @BrotherKD @hiltontarrant @Discovery_SA @StandardBankZA At the very least, governments should have a covid healthcare plan for people who may be negatively affected by unforseen vaccine effects.

But the sheep are more interested in calling you an  anti-vaxxer. They can't think."
"NormaSco19","@joedowney31 @JoePinkstone ""rare"" will need to be redefined, as ""vaccine"" and ""anti-vaxxer"" have been.<U+0001F609>"
"LorenzoLit","@PeakOfMtStupid @jimmy_dore There's a difference between being anti-vax and anti-mandate. He got the vaccine, btw.

(I'm vaxed and not really anti-mandate. I think they're going a bit overboard, but I was telling people it would be  required, so I'm not surprised by it. Mandates have existed for a while.)"
"bunch1243","Stop the Smear Campaign....I am Vaxxed and GOP and all my GOP friends are the same....Has nothing to do with Politics.....@nprpolitics 
How anti-vaccine activists and the GOP are growing closer - NPR https://t.co/FyOwSCI7UN via @GoogleNews"
"Songbir40253612","@BIDMCTransplant ""How will the anti-rejection drugs affect the bodyâ€™s response to the antigens in the vaccine?
We donâ€™t know for certain""...Transplant Australia's website has words such as ""might"", ""predict"". People are being forced to have a vax of which the consequences are unknown."
"Songbir40253612","@BarkyPoptart @QLDLabor @AnnastaciaMP @YvetteDAth @DonateLifeToday @couriermail Transplant Australia's website has words such as ""predict"", ""might"" etc. ""How will the anti-rejection drugs affect the bodyâ€™s response to the antigens in the vaccine? We donâ€™t know for certain..."" 
Forcing people to have a vax of which the consequences are unknown."
"mwobbe","@TeaPainUSA Hereâ€™s the problem I see with this strategy. Only GOP voters are dumb enough to fall for this, and they were NEVER going to vote for Biden anyway. Add the fact that all this anti-vaccine shit is killing their base, I donâ€™t see an upside."
"ambermac","""#Facebook has sold  (hundreds of thousands of dollars of) ads promoting anti-vaccine messages, comparing the US government's response to Covid-19 to Nazi Germany, casting doubt on the result of the 2020 election, and even pushing political violenceâ€¦"" https://t.co/MpiMOsVc7o"
"miguel4congress","@probablynotmat2 Def feels like my con family was less crazy pre Trump. Theyâ€™re also all in on being anti vaccine"
"RelevantThinker","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/BqcoaDyOxm"
"adishsoup","""If we had had everybody immunized in the world who is over the age of 18 with at least one dose of COVID vaccine, Omicron might not have happened,â€ Noni MacDonald, a vaccinologist at Dalhousie University in Nova Scotia, told me.""
#GetVaccinated

https://t.co/Zo0uy5jsrT"
"trendless","@Kit_Yates_Maths Similarly, there's no sense in being anti vaccine and also anti masks (+testing, +NPIs, etc)."
"Boghuma","@alxpenguin COVID, future pandemics and all the diseases that will return if society persists down the anti-science anti- vaccine path which currently has us trapped in a pandemic."
"WhittingtonJay","@slaterradio Iâ€™m no fan of Fauci. Heâ€™s done a terrible job throughout this pandemic. Iâ€™m pro vaccine, anti mandate and I think masks should be a personal choice."
"misowosoup","Good morning to everyone except the anti vaxxer that spat at me when I asked for their vaccine pass"
"GCDCBflo","@Bills_Chick So done with the anti-vaccine BS."
"GCDCBflo","@SalSports Enough with this anti-vaccine BS."
"haleybemiller","I learned shortly after I moved to Ohio about the whole citizen-initiated legislation thing, and it's still fascinating to me. 

Anyway, there's an anti-vax mandate proposal on the table. https://t.co/O7pn5PlK0S"
